"bluestock_fintech_—_nifty_100__|__profit_&_loss__|__1,276_records",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14
365,CANBK,Mar 2018,41345,29113,25582,-13350,-32,7398,456,-6408,-36,-3873,-11,0
366,CANBK,Mar 2019,47951,32339,27202,-11590,-24,9907,429,-2111,-99,696,2,0
367,CANBK,Mar 2020,49759,35817,26809,-12867,-26,11799,446,-1514,34,-1921,-4,0
368,CANBK,Mar 2021,70253,45182,43437,-18367,-26,23086,838,3882,30,2957,4,0
369,CANBK,Mar 2022,70614,43035,41235,-13657,-19,23643,841,9145,37,6158,7,19
370,CANBK,Mar 2023,85885,52990,42772,-9877,-12,25325,1021,14427,25,11345,12,19
371,CANBK,Mar 2024,110519,72118,46146,-7745,-7,28646,902,20000,26,15401,17,19
372,CANBK,TTM,119392,80351,48026,-8985,-8,30394,0,21409,,16571,18,
373,CHOLAFIN,Mar 2013,2570,1410,688,472,18,1,22,452,32,308,4,16
374,CHOLAFIN,Mar 2014,3279,1769,932,578,18,1,25,554,34,368,5,14
375,CHOLAFIN,Mar 2015,3715,1958,1061,696,19,0,30,666,33,444,6,11
376,CHOLAFIN,Mar 2016,4214,2048,1266,899,21,2,22,879,35,575,7,12
377,CHOLAFIN,Mar 2017,4694,2228,1322,1143,24,3,39,1107,35,718,9,12
378,CHOLAFIN,Mar 2018,5559,2657,1451,1451,26,0,51,1401,34,918,12,11
379,CHOLAFIN,Mar 2019,7108,3588,1632,1888,27,1,57,1832,35,1197,15,8
380,CHOLAFIN,Mar 2020,8712,4592,2421,1699,20,0,111,1588,34,1054,13,13
381,CHOLAFIN,Mar 2021,9583,4576,2913,2094,22,56,102,2048,26,1521,19,11
382,CHOLAFIN,Mar 2022,10148,4298,2926,2924,29,84,101,2908,26,2154,26,8
383,CHOLAFIN,Mar 2023,12884,5748,3621,3515,27,220,121,3615,26,2665,32,6
384,CHOLAFIN,Mar 2024,19163,9231,5385,4548,24,255,198,4605,26,3420,41,5
385,CHOLAFIN,TTM,22502,10875,6452,5175,23,248,243,5180,,3852,46,
386,CIPLA,Mar 2013,8279,34,6065,2214,27,245,330,2095,26,1545,19,10
387,CIPLA,Mar 2014,10173,146,8026,2147,21,251,373,1880,25,1404,17,12
388,CIPLA,Mar 2015,11345,168,9183,2163,19,164,505,1654,24,1229,15,14
389,CIPLA,Mar 2016,13790,207,11310,2480,18,208,754,1727,19,1383,17,12
390,CIPLA,Mar 2017,14394,159,11898,2496,17,208,1323,1222,15,1035,13,16
391,CIPLA,Mar 2018,15156,114,12329,2826,19,280,1323,1669,15,1417,18,17
392,CIPLA,Mar 2019,16362,168,13265,3097,19,477,1326,2079,27,1492,19,16
393,CIPLA,Mar 2020,17132,197,13926,3206,19,344,1175,2178,29,1500,19,21
394,CIPLA,Mar 2021,19160,161,14907,4252,22,266,1068,3290,27,2389,30,17
395,CIPLA,Mar 2022,21763,106,17211,4553,21,99,1052,3493,27,2547,31,16
396,CIPLA,Mar 2023,22753,110,17726,5027,22,293,1172,4038,30,2833,35,24
397,CIPLA,Mar 2024,25774,90,19483,6291,24,552,1051,5702,27,4154,51,25
398,CIPLA,TTM,26981,66,20075,6906,26,822,1087,6576,,4987,62,
399,COALINDIA,Mar 2013,68303,46,50216,18087,26,8752,1813,24979,31,17356,27,51
400,COALINDIA,Mar 2014,70608,59,52842,17766,25,7169,1996,22880,34,15112,24,121
401,COALINDIA,Mar 2015,74120,9,56777,17343,23,6570,2320,21584,36,13727,22,95
402,COALINDIA,Mar 2016,77861,388,59147,18714,24,5939,2826,21440,33,14267,23,121
403,COALINDIA,Mar 2017,78164,410,65716,12448,16,5316,2907,14446,36,9280,15,133
404,COALINDIA,Mar 2018,85244,430,75956,9288,11,4975,3063,10770,35,7038,11,146
405,COALINDIA,Mar 2019,99586,264,74579,25007,25,5834,3450,27127,36,17464,28,46
406,COALINDIA,Mar 2020,96080,503,74500,21581,22,6444,3451,24071,31,16700,27,44
407,COALINDIA,Mar 2021,90026,642,71398,18628,21,3742,3718,18009,29,12702,21,78
408,COALINDIA,Mar 2022,109715,541,84995,24721,23,3866,4429,23616,26,17378,28,60
409,COALINDIA,Mar 2023,138252,684,94020,44232,32,6560,6833,43275,27,31723,52,47
410,COALINDIA,Mar 2024,142324,819,94352,47971,34,8396,6735,48813,23,37369,61,42
411,COALINDIA,TTM,140328,875,93717,46610,33,8145,8357,45523,,34350,56,
412,DABUR,Mar 2013,6140,5148,992,16,100,59,85,948,19,766,4,34
413,DABUR,Mar 2014,7058,5897,1162,16,126,54,97,1136,19,916,5,33
414,DABUR,Mar 2015,7795,6475,1320,17,154,40,115,1319,19,1068,6,33
415,DABUR,Mar 2016,7780,6261,1518,20,217,48,133,1554,19,1254,7,32
416,DABUR,Mar 2017,7614,6102,1512,20,296,54,143,1611,21,1280,7,31
417,DABUR,Mar 2018,7722,6104,1617,21,291,53,162,1693,20,1358,8,81
418,DABUR,Mar 2019,8515,6775,1740,20,222,60,177,1725,16,1446,8,34
419,DABUR,Mar 2020,8685,6892,1792,21,205,50,220,1728,16,1448,8,37
420,DABUR,Mar 2021,9562,7560,2002,21,325,31,240,2056,18,1695,10,50
421,DABUR,Mar 2022,10889,8637,2252,21,308,39,253,2269,23,1742,10,53
422,DABUR,Mar 2023,11530,9367,2162,19,445,78,311,2219,23,1701,10,54
423,DABUR,Mar 2024,12404,10004,2400,19,482,124,399,2359,23,1811,10,53
424,DABUR,TTM,12447,10106,2341,19,537,152,424,2302,,1760,10,
425,DIVISLAB,Mar 2013,2145,1329,816,38,45,3,77,781,23,602,23,33
426,DIVISLAB,Mar 2014,2532,1514,1018,40,68,3,92,991,22,773,29,34
427,DIVISLAB,Mar 2015,3115,1942,1173,38,38,3,136,1072,21,852,32,31
428,DIVISLAB,Mar 2016,3776,2354,1423,38,93,5,118,1393,19,1126,42,24
429,DIVISLAB,Mar 2017,4064,2615,1450,36,72,3,123,1395,24,1060,40,25
430,DIVISLAB,Mar 2018,3891,2622,1269,33,107,2,142,1231,29,877,33,30
431,DIVISLAB,Mar 2019,4946,3072,1874,38,154,5,169,1855,27,1353,51,31
432,DIVISLAB,Mar 2020,5394,3568,1826,34,186,7,186,1819,24,1377,52,31
433,DIVISLAB,Mar 2021,6969,4102,2867,41,57,2,256,2666,26,1984,75,27
434,DIVISLAB,Mar 2022,8960,5075,3885,43,112,2,312,3684,20,2960,112,27
435,DIVISLAB,Mar 2023,7767,5397,2370,31,344,2,343,2369,23,1824,69,44
436,DIVISLAB,Mar 2024,7845,5635,2210,28,335,4,378,2163,26,1600,60,50
437,DIVISLAB,TTM,8614,6056,2558,30,359,3,386,2528,,1836,69,
438,DLF,Mar 2013,7773,5140,2633,34,1279,2314,796,802,17,667,4,48
439,DLF,Mar 2014,8298,5805,2493,30,1133,2463,663,500,-16,590,4,55
440,DLF,Mar 2015,7649,4635,3014,39,503,2304,545,668,24,507,3,66
441,DLF,Mar 2016,9926,5960,3966,40,506,2680,766,1026,55,305,2,117
442,DLF,Mar 2017,8221,4775,3446,42,1135,2980,572,1030,22,708,4,50
443,DLF,Mar 2018,6707,4329,2378,35,9722,2951,534,8615,50,4477,25,8
444,DLF,Mar 2019,8366,6218,2148,26,784,2062,225,646,43,1314,6,33
445,DLF,Mar 2020,6083,4937,1146,19,1135,1427,200,653,99,-590,-2,-85
446,DLF,Mar 2021,5414,3945,1469,27,383,853,159,840,43,1083,4,45
447,DLF,Mar 2022,5717,3974,1743,30,195,625,149,1165,28,1500,6,49
448,DLF,Mar 2023,5695,3969,1726,30,317,392,149,1502,27,2034,8,49
449,DLF,Mar 2024,6427,4303,2124,33,531,356,148,2151,24,2724,11,45
450,DLF,TTM,7001,5116,1885,27,662,386,150,2010,,4004,16,
451,DMART,Mar 2013,3341,3126,215,6,15,43,46,141,34,94,2,0
452,DMART,Mar 2014,4686,4345,341,7,16,56,57,245,34,161,3,0
453,DMART,Mar 2015,6439,5983,456,7,20,72,82,323,34,212,4,0
454,DMART,Mar 2016,8584,7919,664,8,17,91,98,492,35,320,6,0
455,DMART,Mar 2017,11898,10929,969,8,28,122,128,747,36,479,8,0
456,DMART,Mar 2018,15033,13680,1353,9,88,60,159,1222,34,806,13,0
457,DMART,Mar 2019,20005,18371,1633,8,48,47,212,1422,37,902,14,0
458,DMART,Mar 2020,24870,22742,2128,9,60,69,374,1745,25,1301,20,0
459,DMART,Mar 2021,24143,22398,1745,7,194,42,414,1483,26,1099,17,0
460,DMART,Mar 2022,30976,28474,2502,8,114,54,498,2064,28,1492,23,0
461,DMART,Mar 2023,42840,39201,3639,8,128,67,639,3060,22,2378,37,0
462,DMART,Mar 2024,50789,46683,4106,8,145,58,731,3461,27,2536,39,0
463,DMART,TTM,57213,52737,4476,8,137,64,834,3716,,2720,42,
464,DRREDDY,Mar 2013,11833,9164,2669,23,146,100,550,2165,29,1527,18,17
465,DRREDDY,Mar 2014,13415,10164,3251,24,170,127,648,2646,26,1963,23,16
466,DRREDDY,Mar 2015,15023,11515,3508,23,260,108,760,2900,19,2336,27,15
467,DRREDDY,Mar 2016,15568,11983,3585,23,295,83,939,2859,26,2131,25,16
468,DRREDDY,Mar 2017,14196,11724,2472,17,172,79,1027,1554,19,1292,16,26
469,DRREDDY,Mar 2018,14281,11930,2351,16,155,79,1077,1350,32,947,11,35
470,DRREDDY,Mar 2019,15448,12270,3178,21,381,89,1135,2336,17,1950,23,17
471,DRREDDY,Mar 2020,17517,15040,2477,14,670,98,1163,1886,-7,2026,24,21
472,DRREDDY,Mar 2021,19048,15173,3874,20,335,97,1229,2884,32,1952,23,21
473,DRREDDY,Mar 2022,21545,17778,3768,17,555,96,1165,3061,29,2182,26,23
474,DRREDDY,Mar 2023,24670,18200,6470,26,971,143,1250,6048,25,4507,54,15
475,DRREDDY,Mar 2024,28011,20078,7933,28,909,171,1470,7201,23,5578,67,12
476,DRREDDY,TTM,31229,22919,8311,27,862,276,1617,7280,,5448,64,
477,EICHERMOT,Dec 2012,6390,5840,550,9,136,4,82,600,21,475,12,17
478,EICHERMOT,Dec 2013,6810,6094,715,11,93,8,130,671,22,525,15,21
479,EICHERMOT,Dec 2014,8738,7621,1118,13,105,10,220,993,29,702,23,22
480,EICHERMOT,Mar 2016,6173,4484,1690,27,326,2,137,1877,29,1338,49,20
481,EICHERMOT,Mar 2017,7033,4859,2174,31,416,4,154,2433,30,1667,61,16
482,EICHERMOT,Mar 2018,8965,6156,2809,31,536,5,223,3116,30,1960,72,15
483,EICHERMOT,Mar 2019,9797,6893,2904,30,701,7,300,3297,33,2203,81,15
484,EICHERMOT,Mar 2020,9154,6971,2183,24,572,19,382,2355,22,1827,67,19
485,EICHERMOT,Mar 2021,8720,6937,1783,20,482,16,451,2203,25,1347,49,34
486,EICHERMOT,Mar 2022,10298,8120,2178,21,496,19,452,2203,24,1677,61,34
487,EICHERMOT,Mar 2023,14442,10996,3446,24,908,28,526,3800,23,2914,107,35
488,EICHERMOT,Mar 2024,16536,12206,4329,26,1521,51,598,5202,23,4001,146,35
489,EICHERMOT,TTM,17091,12619,4472,26,1729,53,661,5486,,4268,156,
490,GAIL,Mar 2013,50974,43547,7427,15,887,437,1319,6558,34,4367,6,28
491,GAIL,Mar 2014,61765,53777,7988,13,1247,669,1644,6922,32,4786,7,28
492,GAIL,Mar 2015,60557,54926,5631,9,945,652,1433,4492,32,3160,5,24
493,GAIL,Mar 2016,52053,47517,4536,9,731,822,1496,2949,37,1874,3,37
494,GAIL,Mar 2017,48552,42531,6021,12,1212,509,1541,5183,35,3374,5,56
495,GAIL,Mar 2018,54496,46695,7802,14,948,295,1527,6928,31,4805,7,43
496,GAIL,Mar 2019,76190,66252,9938,13,1719,159,1667,9831,33,6553,10,25
497,GAIL,Mar 2020,72518,63495,9022,12,3796,309,2080,10429,9,9515,14,31
498,GAIL,Mar 2021,57372,50127,7245,13,2833,179,2174,7725,20,6143,9,36
499,GAIL,Mar 2022,92770,77608,15161,16,2925,202,2420,15464,20,12304,18,36
500,GAIL,Mar 2023,145668,138168,7500,5,2822,365,2702,7256,23,5596,9,59
501,GAIL,Mar 2024,133228,118914,14314,11,2672,719,3672,12595,21,9903,15,37
502,GAIL,TTM,136081,119297,16784,12,2893,733,4187,14758,,11541,18,
503,GODREJCP,Mar 2013,6412,5417,995,16,194,87,77,1025,17,845,8,22
504,GODREJCP,Mar 2014,7599,6430,1169,15,62,120,82,1030,20,819,7,24
505,GODREJCP,Mar 2015,8273,6894,1379,17,73,112,91,1249,22,976,9,21
506,GODREJCP,Mar 2016,8424,6766,1657,20,-262,128,101,1167,29,831,8,24
507,GODREJCP,Mar 2017,9268,7361,1907,21,76,154,142,1687,22,1308,13,39
508,GODREJCP,Mar 2018,9847,7763,2084,21,283,173,156,2039,20,1634,16,42
509,GODREJCP,Mar 2019,10314,8183,2132,21,362,238,170,2085,-12,2342,23,44
510,GODREJCP,Mar 2020,9911,7757,2154,22,32,228,197,1760,15,1497,15,55
511,GODREJCP,Mar 2021,11029,8629,2399,22,23,138,204,2080,17,1721,17,0
512,GODREJCP,Mar 2022,12276,9867,2409,20,78,122,210,2155,17,1783,17,0
513,GODREJCP,Mar 2023,13316,10873,2443,18,114,188,236,2133,20,1702,17,0
514,GODREJCP,Mar 2024,14096,11139,2957,21,-2209,310,241,198,99,-561,-5,
515,GODREJCP,TTM,14152,11156,2996,21,-2097,339,211,348,,-453,-4,
516,GRASIM,Mar 2013,27909,21986,5924,21,824,324,1252,5171,28,3778,57,8
517,GRASIM,Mar 2014,28331,23416,4915,17,576,447,1457,3586,20,2954,44,9
518,GRASIM,Mar 2015,31734,26590,5144,16,530,667,1563,3443,30,2582,37,9
519,GRASIM,Mar 2016,34487,28576,5911,17,1320,718,1834,4679,26,3455,51,9
520,GRASIM,Mar 2017,36068,28682,7387,20,1076,702,1808,5952,29,4246,66,8
521,GRASIM,Mar 2018,55894,44281,11612,21,410,3663,2724,5635,35,3688,39,15
522,GRASIM,Mar 2019,77200,60560,16640,22,-1846,6060,3571,5163,47,2745,25,27
523,GRASIM,Mar 2020,68252,57880,10373,15,7076,6890,4004,6554,-1,6639,65,6
524,GRASIM,Mar 2021,76404,57769,18635,24,1130,5723,4033,10009,30,6987,63,14
525,GRASIM,Mar 2022,95701,75270,20431,21,1648,4776,4161,13143,15,11206,111,9
526,GRASIM,Mar 2023,117627,96038,21589,18,3733,6044,4552,14727,25,11078,100,10
527,GRASIM,Mar 2024,130978,103783,27195,21,783,9277,5001,13700,28,9926,85,12
528,GRASIM,TTM,137116,109610,27506,20,971,10696,5437,12344,,8693,67,
529,HAL,Mar 2013,14328,13560,768,5,3335,5,601,3497,14,2997,124,28
530,HAL,Mar 2014,15135,13565,1570,10,2618,8,603,3578,25,2693,28,33
531,HAL,Mar 2015,15730,13379,2351,15,1642,15,806,3173,25,2388,25,20
532,HAL,Mar 2016,16758,14281,2478,15,1598,6,863,3207,38,1998,28,31
533,HAL,Mar 2017,17950,14714,3236,18,1044,16,681,3583,27,2616,36,31
534,HAL,Mar 2018,18519,15059,3460,19,761,35,947,3240,39,1987,30,54
535,HAL,Mar 2019,20008,15440,4569,23,376,177,1024,3742,37,2346,35,28
536,HAL,Mar 2020,21445,16565,4880,23,415,359,998,3938,28,2842,42,39
537,HAL,Mar 2021,22882,17541,5341,23,360,267,1157,4277,24,3239,48,31
538,HAL,Mar 2022,24620,19200,5420,22,986,65,1110,5231,3,5086,76,26
539,HAL,Mar 2023,26928,20258,6669,25,1672,64,1784,6493,10,5811,87,32
540,HAL,Mar 2024,30381,20631,9749,32,1899,43,1406,10199,26,7595,114,31
541,HAL,TTM,31154,21199,9954,32,2304,32,1182,11045,,8472,127,
542,HAVELLS,Mar 2013,7135,6461,674,9,222,123,110,664,12,581,9,16
543,HAVELLS,Mar 2014,8051,7274,777,10,35,102,116,594,25,446,7,42
544,HAVELLS,Mar 2015,8468,7713,755,9,48,96,139,569,32,385,6,49
545,HAVELLS,Mar 2016,7594,6798,796,10,949,91,134,1520,14,1300,21,29
546,HAVELLS,Mar 2017,6130,5315,815,13,42,13,121,723,32,494,8,44
547,HAVELLS,Mar 2018,8116,7083,1033,13,97,25,140,965,31,661,11,4
548,HAVELLS,Mar 2019,10073,8885,1189,12,124,16,149,1147,31,788,13,36
549,HAVELLS,Mar 2020,9440,8374,1067,11,107,51,218,904,19,735,12,34
550,HAVELLS,Mar 2021,10457,8868,1589,15,187,90,249,1438,27,1044,17,39
551,HAVELLS,Mar 2022,13938,12163,1775,13,159,67,261,1607,26,1196,19,39
552,HAVELLS,Mar 2023,16911,15290,1621,10,178,55,296,1447,26,1072,17,44
553,HAVELLS,Mar 2024,18590,16709,1881,10,249,84,338,1707,26,1271,20,44
554,HAVELLS,TTM,20677,18668,2008,10,310,46,384,1889,,1400,22,
555,HCLTECH,Jun 2013,25581,19901,5680,22,332,106,637,5270,23,4040,14,21
556,HCLTECH,Jun 2014,32144,24108,8035,25,677,114,681,7917,18,6528,23,11
557,HCLTECH,Jun 2015,36701,28215,8486,23,1126,91,404,9117,20,7342,26,58
558,HCLTECH,Mar 2016 9m,31136,24482,6654,21,871,74,410,7041,20,5602,20,40
559,HCLTECH,Mar 2017,47568,37178,10390,22,1069,89,828,10542,18,8606,30,40
560,HCLTECH,Mar 2018,50569,39323,11246,22,1230,69,1383,11024,21,8722,31,19
561,HCLTECH,Mar 2019,60427,46501,13926,23,943,174,2073,12622,20,10120,37,11
562,HCLTECH,Mar 2020,70676,53360,17316,24,589,505,3420,13980,21,11057,41,25
563,HCLTECH,Mar 2021,75379,55331,20048,27,927,511,4611,15853,30,11169,41,24
564,HCLTECH,Mar 2022,85651,65122,20529,24,1067,319,4326,16951,20,13523,50,84
565,HCLTECH,Mar 2023,101456,78828,22628,22,1358,353,4145,19488,24,14845,55,88
566,HCLTECH,Mar 2024,109913,85715,24198,22,1495,553,4173,20967,25,15710,58,90
567,HCLTECH,TTM,115308,90169,25139,22,2452,659,4137,22795,,17085,63,
568,HDFCBANK,Mar 2013,35861,19695,12631,3534,10,7133,663,10004,31,6903,14,19
569,HDFCBANK,Mar 2014,42555,23445,13508,5602,13,8298,689,13211,34,8768,18,19
570,HDFCBANK,Mar 2015,50666,27288,16164,7214,14,9546,680,16079,33,10703,21,19
571,HDFCBANK,Mar 2016,63162,34070,20055,9037,14,11212,738,19511,34,12821,25,19
572,HDFCBANK,Mar 2017,73271,38042,23856,11374,16,12905,886,23393,35,15317,30,18
573,HDFCBANK,Mar 2018,85288,42381,29532,13374,16,16057,967,28464,35,18561,36,18
574,HDFCBANK,Mar 2019,105161,53713,34856,16592,16,18947,1221,34318,35,22446,41,18
575,HDFCBANK,Mar 2020,122189,62137,45459,14593,12,24879,1277,38195,29,27296,50,5
576,HDFCBANK,Mar 2021,128552,59248,52457,16848,13,27333,1385,42796,26,31857,58,11
577,HDFCBANK,Mar 2022,135936,58584,56557,20795,15,31759,1681,50873,25,38151,69,23
578,HDFCBANK,Mar 2023,170754,77780,63042,29932,18,33912,2345,61498,25,46149,82,23
579,HDFCBANK,Mar 2024,283649,154139,174196,-44685,-16,124346,3092,76569,15,65446,84,23
580,HDFCBANK,TTM,329022,180600,206009,-57587,-18,146017,0,88430,,72168,91,
581,HDFCLIFE,Mar 2013,14060,15,13535,525,4,28,35,502,11,447,2,0
582,HDFCLIFE,Mar 2014,17166,11,16561,605,4,241,41,794,9,725,4,14
583,HDFCLIFE,Mar 2015,27215,-14,26341,874,3,79,43,924,15,786,4,18
584,HDFCLIFE,Mar 2016,18141,8,17187,953,5,108,45,1008,19,817,4,22
585,HDFCLIFE,Mar 2017,30647,9,29674,972,3,139,41,1061,16,887,4,25
586,HDFCLIFE,Mar 2018,32260,11,31186,1074,3,282,44,1300,15,1107,6,25
587,HDFCLIFE,Mar 2019,38855,14,37640,1215,3,136,45,1291,1,1278,6,26
588,HDFCLIFE,Mar 2020,29380,0,28239,1141,4,369,47,1463,11,1297,6,0
589,HDFCLIFE,Mar 2021,71528,0,70294,1235,2,445,51,1629,16,1361,7,30
590,HDFCLIFE,Mar 2022,67126,0,66348,778,1,766,56,1487,11,1327,6,27
591,HDFCLIFE,Mar 2023,70207,0,70127,80,0,1437,76,1441,5,1368,6,30
592,HDFCLIFE,Mar 2024,101482,0,100951,531,1,525,79,977,-61,1574,7,27
593,HDFCLIFE,TTM,100772,0,100048,725,1,514,0,1239,,1747,8,
594,HEROMOTOCO,Mar 2014,25275,12,21722,3553,14,430,1107,2864,26,2102,105,62
595,HEROMOTOCO,Mar 2015,27538,12,24018,3520,13,325,540,3292,29,2364,118,51
596,HEROMOTOCO,Mar 2016,28457,15,24033,4424,16,421,443,4387,29,3112,157,46
597,HEROMOTOCO,Mar 2017,28610,27,24025,4585,16,830,502,4885,27,3546,179,47
598,HEROMOTOCO,Mar 2018,32458,31,27124,5334,16,564,575,5292,30,3722,186,51
599,HEROMOTOCO,Mar 2019,33971,37,28946,5025,15,741,624,5104,32,3466,172,50
600,HEROMOTOCO,Mar 2020,29254,47,25184,4070,14,1434,846,4611,21,3659,182,49
601,HEROMOTOCO,Mar 2021,30959,46,26902,4058,13,553,715,3849,24,2936,146,72
602,HEROMOTOCO,Mar 2022,29551,53,26295,3256,11,545,690,3058,24,2329,116,82
603,HEROMOTOCO,Mar 2023,34158,105,30060,4099,12,567,697,3864,28,2800,141,71
604,HEROMOTOCO,Mar 2024,37789,76,32554,5235,14,689,757,5090,26,3742,187,75
605,HEROMOTOCO,TTM,40098,68,34537,5561,14,929,802,5620,,4133,207,
606,HINDALCO,Mar 2013,80193,2079,72494,7699,10,1111,2822,3909,23,3007,16,6
607,HINDALCO,Mar 2014,87695,2702,79671,8024,9,677,3347,2653,20,2195,11,9
608,HINDALCO,Mar 2015,104281,4178,95437,8844,8,-832,3493,340,75,259,4,24
609,HINDALCO,Mar 2016,98759,5134,90981,7778,8,1500,4347,-203,99,-702,-1,-82
610,HINDALCO,Mar 2017,100184,5742,87867,12317,12,1198,4457,3315,43,1882,8,13
611,HINDALCO,Mar 2018,115183,3911,101488,13695,12,2879,4506,8157,25,6083,27,4
612,HINDALCO,Mar 2019,130542,3778,115031,15511,12,1127,4777,8083,32,5495,24,5
613,HINDALCO,Mar 2020,118144,4197,103838,14306,12,906,5091,5924,36,3767,17,6
614,HINDALCO,Mar 2021,132008,3738,114449,17559,13,-987,6628,6206,44,3483,16,19
615,HINDALCO,Mar 2022,195059,3768,166712,28347,15,1253,6729,19103,28,13730,61,6
616,HINDALCO,Mar 2023,223202,3646,200536,22666,10,1307,7086,13241,24,10097,45,7
617,HINDALCO,Mar 2024,215962,3858,192090,23872,11,1519,7521,14012,28,10155,45,8
618,HINDALCO,TTM,224018,3560,196087,27931,12,1300,7716,17955,,12488,56,
619,HINDUNILVR,Mar 2013,27004,26,22784,4220,16,1123,251,5066,24,3839,18,104
620,HINDUNILVR,Mar 2014,29234,41,24475,4759,16,792,296,5215,24,3956,18,71
621,HINDUNILVR,Mar 2015,31972,18,26560,5412,17,1247,322,6320,31,4376,20,74
622,HINDUNILVR,Mar 2016,32186,17,26276,5910,18,486,353,6026,31,4151,19,83
623,HINDUNILVR,Mar 2017,33162,35,26834,6328,19,606,432,6467,31,4490,21,82
624,HINDUNILVR,Mar 2018,35545,26,28046,7499,21,353,520,7306,28,5227,24,83
625,HINDUNILVR,Mar 2019,39310,33,30430,8880,23,322,565,8604,30,6060,28,78
626,HINDUNILVR,Mar 2020,39783,118,29922,9861,25,424,1002,9165,26,6756,31,80
627,HINDUNILVR,Mar 2021,47028,117,35402,11626,25,170,1074,10605,25,7999,34,119
628,HINDUNILVR,Mar 2022,52446,106,39589,12857,25,219,1091,11879,25,8892,38,90
629,HINDUNILVR,Mar 2023,60580,114,46433,14147,23,448,1137,13344,24,10143,43,91
630,HINDUNILVR,Mar 2024,61896,334,47237,14659,24,817,1216,13926,26,10282,44,96
631,HINDUNILVR,TTM,62661,420,47902,14759,24,1461,1328,14472,,10757,46,
632,ICICIBANK,Mar 2013,44885,28285,31684,-15085,-34,29320,625,13610,26,10130,15,24
633,ICICIBANK,Mar 2014,49479,29711,32852,-13084,-26,30085,719,16282,28,11677,17,24
634,ICICIBANK,Mar 2015,54964,32318,38766,-16120,-29,35252,798,18334,29,12942,19,24
635,ICICIBANK,Mar 2016,59294,33996,52252,-26955,-45,42102,843,14304,24,10927,16,29
636,ICICIBANK,Mar 2017,60940,34836,63841,-37737,-62,52458,912,13809,18,11340,16,14
637,ICICIBANK,Mar 2018,62162,34262,72806,-44906,-72,56807,922,10978,17,9100,12,12
638,ICICIBANK,Mar 2019,71982,39178,83775,-50971,-71,59325,946,7408,23,5689,7,15
639,ICICIBANK,Mar 2020,84836,44666,85361,-45190,-53,64950,1171,18589,40,11225,15,0
640,ICICIBANK,Mar 2021,89163,42659,91309,-44805,-50,72174,1340,26028,22,20364,27,8
641,ICICIBANK,Mar 2022,95407,41167,80798,-26558,-28,62129,1330,34241,25,26538,36,14
642,ICICIBANK,Mar 2023,121067,50543,87864,-17341,-14,65112,1515,46256,26,35461,49,16
643,ICICIBANK,Mar 2024,159516,74108,99560,-14152,-9,76522,1935,60434,26,46081,63,16
644,ICICIBANK,TTM,180551,86404,125722,-31575,-17,101817,0,70242,,52416,70,
645,ICICIGI,Mar 2013,4012,8,4191,-178,-4,586,49,351,0,353,8,0
646,ICICIGI,Mar 2014,4352,9,4578,-225,-5,817,50,533,3,520,12,0
647,ICICIGI,Mar 2015,4234,12,4456,-221,-5,992,54,705,17,585,13,15
648,ICICIGI,Mar 2016,6033,0,5269,764,13,0,57,708,28,507,11,26
649,ICICIGI,Mar 2017,7520,0,6601,919,12,-2,7,910,23,702,16,22
650,ICICIGI,Mar 2018,6912,59,7174,-262,-4,1569,51,1196,28,862,19,17
651,ICICIGI,Mar 2019,11163,70,9494,1669,15,-2,0,1598,34,1049,23,26
652,ICICIGI,Mar 2020,11517,0,9745,1772,15,15,90,1697,30,1194,26,13
653,ICICIGI,Mar 2021,12161,0,10090,2072,17,12,130,1954,25,1473,32,25
654,ICICIGI,Mar 2022,16026,0,15010,1016,6,809,141,1684,24,1271,26,35
655,ICICIGI,Mar 2023,17876,0,16612,1264,7,991,142,2113,18,1729,35,31
656,ICICIGI,Mar 2024,20487,0,17910,2577,13,112,134,2555,25,1919,39,28
657,ICICIGI,TTM,23301,0,19938,3363,14,-12,0,3351,,2518,51,
658,ICICIPRULI,Mar 2013,20025,14,19280,745,4,900,41,1591,5,1515,11,32
659,ICICIPRULI,Mar 2014,21888,15,20384,1504,7,129,47,1572,1,1561,11,70
660,ICICIPRULI,Mar 2015,34453,17,32798,1655,5,43,40,1642,0,1640,11,51
661,ICICIPRULI,Mar 2016,20849,0,19008,1842,9,0,0,1842,10,1650,12,73
662,ICICIPRULI,Mar 2017,37816,15,36010,1806,5,130,58,1863,10,1682,12,63
663,ICICIPRULI,Mar 2018,38832,20,37062,1771,5,132,44,1839,12,1619,11,59
664,ICICIPRULI,Mar 2019,41463,23,40922,541,1,813,57,1274,11,1139,8,40
665,ICICIPRULI,Mar 2020,21025,0,21344,-319,-2,1578,61,1198,11,1067,7,11
666,ICICIPRULI,Mar 2021,83182,0,83572,-390,0,1669,60,1219,22,956,7,30
667,ICICIPRULI,Mar 2022,63564,0,65728,-2163,-3,3191,67,961,21,759,5,10
668,ICICIPRULI,Mar 2023,50478,0,52235,-1757,-3,2925,84,1085,25,813,6,11
669,ICICIPRULI,Mar 2024,90307,0,92136,-1829,-2,2970,113,1028,17,851,6,10
