"bluestock_fintech_—_nifty_100__|__balance_sheet__|__1,312_records",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12
id,company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets
1184,RELIANCE,Mar 2023,6766,709106,451664,438346,1605882,724805,293752,235560,351765,1605882
1185,RELIANCE,Mar 2024,6766,786715,458991,502576,1755048,779985,338855,225672,410536,1755048
1186,RELIANCE,Sep 2024,6766,812687,357525,638145,1815123,968747,198873,244559,402944,1815123
1187,SBILIFE,Mar 2013,1000,1736,0,50978,53714,283,3,50047,3382,53714
1188,SBILIFE,Mar 2014,1000,2356,0,57284,60640,304,4,56275,4058,60640
1189,SBILIFE,Mar 2015,1000,3056,0,70064,74121,292,7,69385,4437,74121
1190,SBILIFE,Mar 2016,1000,3733,0,78696,83429,301,146,77843,5139,83429
1191,SBILIFE,Mar 2017,1000,4552,0,96687,102240,507,31,95830,5871,102240
1192,SBILIFE,Mar 2018,1000,5528,0,115193,121720,511,70,114436,6703,121720
1193,SBILIFE,Mar 2019,1000,6576,0,139157,146734,563,32,139325,6814,146734
1194,SBILIFE,Mar 2020,1000,7743,0,156837,165580,568,13,158813,6186,165580
1195,SBILIFE,Mar 2021,1000,9400,0,216430,226830,564,1,218756,7509,226830
1196,SBILIFE,Mar 2022,1000,10622,0,261715,273337,919,3,264437,7978,273337
1197,SBILIFE,Mar 2023,1001,12017,0,301582,314599,867,1,303988,9743,314599
1198,SBILIFE,Mar 2024,1001,13907,0,383390,398299,1198,6,384943,12152,398299
1199,SBILIFE,Sep 2024,1002,15257,0,432238,448497,563,0,435926,12009,448497
1200,ZYDUSLIFE,2013,102,2842,2918,1512,7374,3026,736,114,3498,7374
1201,ZYDUSLIFE,2014,102,3337,2700,1847,7986,3124,892,87,3885,7986
1202,ZYDUSLIFE,2015,102,4149,2651,2144,9047,3352,798,154,4743,9047
1203,ZYDUSLIFE,2016,102,5597,2442,2208,10350,3748,951,416,5235,10350
1204,ZYDUSLIFE,2017,102,6858,5207,2937,15104,5755,1543,435,7371,15104
1205,ZYDUSLIFE,2018,102,8642,5407,3632,17783,6483,1527,746,9028,17783
1206,ZYDUSLIFE,2019,102,10284,7899,4945,23231,12164,837,674,9556,23231
1207,ZYDUSLIFE,2020,102,10273,7986,5115,23477,12230,742,765,9740,23477
1208,ZYDUSLIFE,2021,102,12890,4608,6165,23765,12133,783,830,10019,23765
1209,ZYDUSLIFE,2022,102,16897,4221,6421,27642,12188,726,3288,11439,27642
1210,ZYDUSLIFE,2023,101,17415,1195,6851,25562,11521,1201,1547,11294,25562
1211,ZYDUSLIFE,2024,101,19729,804,8201,28834,12368,2423,1220,12822,28834
1212,ZYDUSLIFE,2024.5,101,21724,190,9431,31446,14304,1051,2596,13495,31446
1213,SHREECEM,Jun 2013,35,3809,1288,1028,6160,1782,133,2203,2042,6160
1214,SHREECEM,Jun 2014,35,4676,1200,1418,7329,2194,758,2244,2132,7329
1215,SHREECEM,Jun 2015,35,5241,917,1805,7998,3004,511,1662,2820,7998
1216,SHREECEM,Mar 2016,35,6811,881,1737,9463,3050,264,3030,3118,9463
1217,SHREECEM,Mar 2017,35,7663,1293,2175,11166,2599,710,4042,3814,11166
1218,SHREECEM,Mar 2018,35,8862,3403,2842,15142,3589,1427,5434,4691,15142
1219,SHREECEM,Mar 2019,35,9636,2803,3019,15493,6182,1129,2286,5896,15493
1220,SHREECEM,Mar 2020,36,13133,3146,3629,19944,6163,1197,6358,6227,19944
1221,SHREECEM,Mar 2021,36,15361,2230,3886,21513,6216,997,8500,5800,21513
1222,SHREECEM,Mar 2022,36,17424,2129,4159,23749,7282,1054,9033,6380,23749
1223,SHREECEM,Mar 2023,36,18600,2725,4973,26334,7481,2797,8683,7373,26334
1224,SHREECEM,Mar 2024,36,20667,1656,5566,27925,9591,1930,7556,8848,27925
1225,SHREECEM,Sep 2024,36,20843,1682,5297,27859,9656,2777,6943,8482,27859
1226,ZOMATO,2018,0,1036,186,152,1374,190,1,829,354,1374
1227,ZOMATO,2019,0,2356,348,709,3413,389,1,2145,879,3413
1228,ZOMATO,2020,0,457,326,2117,2900,1591,1,324,985,2900
1229,ZOMATO,2021,0,7644,527,532,8704,1539,0,2205,4959,8704
1230,ZOMATO,2022,764,15741,70,751,17327,1404,1,4718,11204,17327
1231,ZOMATO,2023,836,18624,507,1632,21599,6344,7,6765,8483,21599
1232,ZOMATO,2024,868,19545,749,2194,23356,6448,18,11645,5245,23356
1233,ZOMATO,2024.5,872,20446,1159,2728,25205,8390,59,11708,5048,25205
1234,WIPRO,2013,492,26072,6381,10675,43621,9996,407,6765,26454,43621
1235,WIPRO,2014,493,31636,5159,12245,49533,10649,369,6146,32368,49533
1236,WIPRO,2015,494,36598,7891,13367,58350,10837,395,5532,41586,58350
1237,WIPRO,2016,494,45651,12522,12924,71590,17279,381,20915,33016,71590
1238,WIPRO,2017,486,51184,14241,12761,78672,19886,738,29913,28135,78672
1239,WIPRO,2018,905,47022,13901,13563,75391,18127,1378,25797,30090,75391
1240,WIPRO,2019,1207,55216,9947,16217,82586,17465,2142,22887,40093,82586
1241,WIPRO,2020,1143,54179,9724,15954,81000,22062,1881,20032,37024,81000
1242,WIPRO,2021,1096,53805,10451,17213,82566,23040,1853,18775,38898,82566
1243,WIPRO,2022,1096,64307,17593,24280,107276,37990,1602,26154,41531,107276
1244,WIPRO,2023,1098,76570,17467,21789,116924,44757,617,33073,38477,116924
1245,WIPRO,2024,1045,73488,16465,23611,114609,43628,723,33384,36873,114609
1246,WIPRO,2024.5,1046,80330,19282,24893,125552,43476,846,43970,37260,125552
1247,VEDL,2013,87,17388,4839,723,23037,4136,723,16059,2119,23037
1248,VEDL,2014,296,72712,80566,60545,214120,87205,43128,37910,45877,214120
1249,VEDL,2015,296,53579,77752,58654,190281,70108,38748,39606,41819,190281
1250,VEDL,2016,296,43743,67778,80163,191980,67231,38461,53386,32903,191980
1251,VEDL,2017,297,60128,71569,64952,196946,76756,27557,46962,45671,196946
1252,VEDL,2018,372,62940,58159,58896,180367,80279,32055,28700,39333,180367
1253,VEDL,2019,372,61925,66226,70045,198568,96397,24959,33065,44147,198568
1254,VEDL,2020,372,54263,59187,66915,180737,88904,18585,24753,48495,180737
1255,VEDL,2021,372,61906,57669,63549,183496,90470,16314,16660,60052,183496
1256,VEDL,2022,372,65011,53583,74981,193947,93466,15879,17291,67311,193947
1257,VEDL,2023,372,39051,80329,69703,189455,95744,19529,13150,61032,189455
1258,VEDL,2024,372,30350,87706,69690,188118,98963,22889,11869,54397,188118
1259,VEDL,2024.5,391,37097,79808,87879,205175,100699,27719,12823,63934,205175
1260,SHRIRAMFIN,Mar 2013,227,7111,33386,6550,47274,72,0,3280,43922,47274
1261,SHRIRAMFIN,Mar 2014,227,8283,38630,5192,52332,155,0,2435,49742,52332
1262,SHRIRAMFIN,Mar 2015,227,9039,46695,6193,62154,154,0,3037,58962,62154
1263,SHRIRAMFIN,Mar 2016,227,9949,49790,8048,68013,152,0,1340,66522,68013
1264,SHRIRAMFIN,Mar 2017,227,11105,53080,10034,74446,136,0,1518,72791,74446
1265,SHRIRAMFIN,Mar 2018,227,13463,82131,1539,97360,122,0,2456,94782,97360
1266,SHRIRAMFIN,Mar 2019,227,15736,87914,1542,105419,147,0,4126,101146,105419
1267,SHRIRAMFIN,Mar 2020,227,17915,94735,1389,114266,489,0,2936,110841,114266
1268,SHRIRAMFIN,Mar 2021,253,21464,106546,1647,129910,437,0,3347,126126,129910
1269,SHRIRAMFIN,Mar 2022,271,25824,114846,1328,142268,418,0,6971,134879,142268
1270,SHRIRAMFIN,Mar 2023,374,43138,164202,2858,210573,3714,66,7430,199363,210573
1271,SHRIRAMFIN,Mar 2024,376,48571,195496,3823,248266,3718,0,9472,235076,248266
1272,SHRIRAMFIN,Sep 2024,376,52016,207820,14875,275087,3215,0,11616,260256,275087
1273,SIEMENS,Sep 2011,68,3748,0,6341,10158,1169,249,0,8739,10158
1274,SIEMENS,Sep 2014,71,4304,0,5915,10290,1356,41,8,8886,10290
1275,SIEMENS,Sep 2015,71,5046,25,5433,10576,1394,32,114,9037,10576
1276,SIEMENS,Sep 2016,71,6732,25,5157,11986,1227,79,110,10570,11986
1277,SIEMENS,Sep 2017,71,7619,0,5448,13138,1365,143,0,11630,13138
1278,SIEMENS,Sep 2018,71,8228,0,6037,14336,1381,62,0,12893,14336
1279,SIEMENS,Sep 2019,71,8978,0,6309,15358,1219,58,0,14081,15358
1280,SIEMENS,Sep 2020,71,9421,0,6368,15860,1196,88,0,14576,15860
1281,SIEMENS,Sep 2021,71,10276,4,7664,18015,3264,35,3,14713,18015
1282,SIEMENS,Sep 2022,71,11539,182,8317,20109,3107,52,1,16949,20109
1283,SIEMENS,Sep 2023,71,13016,175,8384,21646,3038,50,1,18556,21646
1284,SIEMENS,Sep 2024,71,15286,279,9663,25299,3112,103,1,22082,25299
1285,UNITDSPR,2013,126,4661,8242,3453,16483,7869,131,218,8265,16483
1286,UNITDSPR,2014,145,2887,8307,3518,14858,5700,110,238,8810,14858
1287,UNITDSPR,2015,145,514,4987,2242,7889,1921,114,216,5637,7889
1288,UNITDSPR,2016,145,1489,4242,2452,8329,1887,282,77,6084,8329
1289,UNITDSPR,2017,145,1640,4144,2967,8896,1917,199,0,6780,8896
1290,UNITDSPR,2018,145,2274,3421,3086,8926,1791,102,0,7033,8926
1291,UNITDSPR,2019,145,2945,2883,3135,9109,1841,118,25,7124,9109
1292,UNITDSPR,2020,145,3583,2570,2546,8844,1956,121,22,6745,8844
1293,UNITDSPR,2021,145,3974,1037,3354,8511,1893,97,0,6521,8511
1294,UNITDSPR,2022,145,4808,605,3304,8863,1855,96,222,6690,8863
1295,UNITDSPR,2023,145,5854,183,3534,9716,1534,83,286,7813,9716
1296,UNITDSPR,2024,145,6976,265,3790,11176,1560,37,645,8934,11176
1297,UNITDSPR,2024.5,145,7487,518,3805,11955,1798,66,819,9272,11955
1298,UNIONBANK,Mar 2013,597,16722,287589,8003,312912,2483,13,81808,228608,312912
1299,UNIONBANK,Mar 2014,630,18004,327078,9300,355013,2621,2,94636,257753,355013
1300,UNIONBANK,Mar 2015,636,19263,352618,11048,383566,2690,4,85818,295053,383566
1301,UNIONBANK,Mar 2016,687,22361,374754,9562,407365,3939,13,90573,312840,407365
1302,UNIONBANK,Mar 2017,687,23406,418420,13167,455681,3896,21,113441,338322,455681
1303,UNIONBANK,Mar 2018,1169,24083,455969,9900,491120,3824,34,125485,361777,491120
1304,UNIONBANK,Mar 2019,1763,25073,460780,10964,498581,3743,44,128391,366402,498581
1305,UNIONBANK,Mar 2020,3423,30567,505150,16369,555509,4734,54,154251,396470,555509
1306,UNIONBANK,Mar 2021,6407,58331,977576,40063,1082377,7303,63,339059,735952,1082377
1307,UNIONBANK,Mar 2022,6835,64026,1085613,37292,1193766,7171,37,351839,834718,1193766
1308,UNIONBANK,Mar 2023,6835,71969,1163059,46495,1288357,8826,22,343727,935782,1288357
1309,UNIONBANK,Mar 2024,7634,89964,1251568,52831,1401996,9224,36,343953,1048783,1401996
1310,SUNPHARMA,Mar 2013,104,14886,260,5128,20377,5647,563,2412,11756,20377
1311,SUNPHARMA,Mar 2014,207,18318,2561,8009,29095,6817,842,2786,18650,29095
1312,SUNPHARMA,Mar 2015,207,25431,8996,14089,48723,12682,2039,2716,31286,48723
1313,SUNPHARMA,Mar 2016,241,32742,8497,13948,55428,15872,2175,1830,35550,55428
1314,SUNPHARMA,Mar 2017,240,36400,9832,14624,61095,17675,2801,1192,39427,61095
1315,SUNPHARMA,Mar 2018,240,38074,10385,15598,64297,18853,2465,7143,35837,64297
1316,SUNPHARMA,Mar 2019,240,41169,10514,12666,64590,21837,1411,7903,33439,64590
1317,SUNPHARMA,Mar 2020,240,45025,8315,14615,68194,22847,1220,10143,33984,68194
1318,SUNPHARMA,Mar 2021,240,46223,3869,17291,67622,21553,1567,9612,34890,67622
1319,SUNPHARMA,Mar 2022,240,47771,1290,20474,69776,22665,1287,12849,32975,69776
1320,SUNPHARMA,Mar 2023,240,55755,6886,17831,80712,24065,4973,14824,36849,80712
1321,SUNPHARMA,Mar 2024,240,63427,3274,18367,85308,23211,5354,15026,41717,85308
1322,SUNPHARMA,Sep 2024,240,68875,2572,16429,88116,28318,1150,17744,40904,88116
1323,ULTRACEMCO,Mar 2013,274,14955,7342,7010,29582,15050,3601,4709,6222,29582
1324,ULTRACEMCO,Mar 2014,274,16908,7332,7671,32185,18100,2186,4862,7037,32185
1325,ULTRACEMCO,Mar 2015,274,18767,9829,9183,38053,23343,2250,4500,7961,38053
1326,ULTRACEMCO,Mar 2016,274,21671,10616,8631,41193,25309,1469,5095,9319,41193
1327,ULTRACEMCO,Mar 2017,275,24117,8474,9343,42209,25904,921,6691,8693,42209
1328,ULTRACEMCO,Mar 2018,275,26107,19480,11280,57141,39715,1511,5447,10468,57141
1329,ULTRACEMCO,Mar 2019,275,33476,25337,17438,76525,56645,1153,2921,15806,76525
1330,ULTRACEMCO,Mar 2020,289,38755,23019,17151,79214,57151,920,5929,15215,79214
1331,ULTRACEMCO,Mar 2021,289,43886,21719,20282,86176,55412,1687,12178,16900,86176
1332,ULTRACEMCO,Mar 2022,289,50147,11299,22077,83811,55488,4785,6336,17203,83811
1333,ULTRACEMCO,Mar 2023,289,54036,11058,25998,91380,59579,4040,7297,20464,91380
1334,ULTRACEMCO,Mar 2024,289,59939,11403,29167,100797,62878,6811,8249,22859,100797
1335,ULTRACEMCO,Sep 2024,289,61076,16964,29282,107611,68042,6410,7579,25579,107611
1336,TVSMOTOR,Mar 2013,48,851,1068,1415,3381,1593,36,348,1404,3381
1337,TVSMOTOR,Mar 2014,48,1113,728,1743,3632,1517,48,439,1628,3632
1338,TVSMOTOR,Mar 2015,48,1277,1119,2126,4570,1637,93,539,2301,4570
1339,TVSMOTOR,Mar 2016,48,1771,1091,2236,5146,2038,47,943,2118,5146
1340,TVSMOTOR,Mar 2017,48,2169,1311,2601,6128,2362,64,1155,2547,6128
1341,TVSMOTOR,Mar 2018,48,2630,6928,3586,13190,3094,313,421,9362,13190
1342,TVSMOTOR,Mar 2019,48,3123,9298,4228,16696,3367,745,440,12145,16696
1343,TVSMOTOR,Mar 2020,48,3235,11591,4399,19272,3811,1006,371,14085,19272
1344,TVSMOTOR,Mar 2021,48,3779,12179,5859,21865,4221,1041,468,16135,21865
1345,TVSMOTOR,Mar 2022,48,4352,15827,6692,26919,5975,552,605,19788,26919
1346,TVSMOTOR,Mar 2023,48,5457,22376,7144,35025,5748,743,967,27566,35025
1347,TVSMOTOR,Mar 2024,48,6736,26006,9235,42024,5891,1033,1123,33977,42024
1348,TVSMOTOR,Sep 2024,48,7712,14619,22568,44946,6851,417,1166,36512,44946
1349,TRENT,Mar 2013,33,1198,343,635,2209,843,106,317,943,2209
1350,TRENT,Mar 2014,33,958,332,614,1936,720,138,300,778,1936
1351,TRENT,Mar 2015,33,1389,267,518,2207,668,92,740,706,2207
1352,TRENT,Mar 2016,33,1431,400,292,2157,477,55,1067,558,2157
1353,TRENT,Mar 2017,33,1514,392,283,2222,549,5,1080,588,2222
1354,TRENT,Mar 2018,33,1562,391,349,2336,613,10,1023,691,2336
1355,TRENT,Mar 2019,33,1613,494,418,2559,662,87,883,927,2559
1356,TRENT,Mar 2020,36,2352,300,2819,5507,2738,23,1515,1230,5507
1357,TRENT,Mar 2021,36,2277,300,3111,5724,3054,108,1487,1075,5724
1358,TRENT,Mar 2022,36,2328,4725,637,7726,4687,105,1284,1651,7726
1359,TRENT,Mar 2023,36,2560,4464,1022,8082,4527,102,1110,2343,8082
1360,TRENT,Mar 2024,36,4032,1753,1341,7162,2450,224,1416,3072,7162
1361,TRENT,Sep 2024,36,4644,1842,1752,8274,2804,219,1517,3735,8274
1362,TORNTPHARM,Mar 2013,42,1380,693,1638,3753,820,285,60,2587,3753
1363,TORNTPHARM,Mar 2014,85,1818,1132,1988,5022,875,534,186,3427,5022
1364,TORNTPHARM,Mar 2015,85,2406,2740,2589,7820,2833,678,298,4011,7820
1365,TORNTPHARM,Mar 2016,85,3409,2352,3040,8886,2859,1042,780,4206,8886
1366,TORNTPHARM,Mar 2017,85,4266,2510,2740,9601,3688,519,804,4589,9601
1367,TORNTPHARM,Mar 2018,85,4538,6462,3159,14243,7855,647,492,5249,14243
1368,TORNTPHARM,Mar 2019,85,4640,6038,3351,14113,7748,617,353,5395,14113
1369,TORNTPHARM,Mar 2020,85,4739,5784,3402,14010,7533,712,2,5763,14010
1370,TORNTPHARM,Mar 2021,85,5753,4874,3363,14075,7065,889,181,5940,14075
1371,TORNTPHARM,Mar 2022,85,5868,4070,2884,12906,6423,630,226,5628,12906
1372,TORNTPHARM,Mar 2023,169,6029,5369,3043,14610,8121,765,199,5524,14610
1373,TORNTPHARM,Mar 2024,169,6687,4022,3627,14505,8138,361,173,5834,14505
1374,TORNTPHARM,Sep 2024,169,7335,3128,4456,15088,7890,412,127,6659,15088
1375,TITAN,Mar 2013,89,1881,0,3914,5884,464,42,3,5375,5884
1376,TITAN,Mar 2014,89,2434,807,2781,6111,614,33,3,5461,6111
1377,TITAN,Mar 2015,89,2995,100,2684,5868,699,55,3,5111,5868
1378,TITAN,Mar 2016,89,3418,113,2723,6342,771,107,30,5434,6342
1379,TITAN,Mar 2017,89,4144,1882,2293,8408,1189,152,431,6636,8408
1380,TITAN,Mar 2018,89,5001,1691,2740,9521,1474,43,36,7968,9521
1381,TITAN,Mar 2019,89,5981,2393,3247,11710,1567,32,108,10003,11710
1382,TITAN,Mar 2020,89,6580,3562,3313,13544,2633,18,158,10735,13544
1383,TITAN,Mar 2021,89,7408,5638,3309,16444,2523,32,2824,11065,16444
1384,TITAN,Mar 2022,89,9214,7275,4610,21188,2544,85,294,18265,21188
1385,TITAN,Mar 2023,89,11762,9367,5802,27020,2998,144,2515,21363,27020
1386,TITAN,Mar 2024,89,9304,15528,6626,31547,3709,97,2345,25396,31547
1387,TITAN,Sep 2024,89,9647,21648,7442,38826,3894,65,2535,32332,38826
1388,TECHM,Mar 2013,128,5298,1380,2178,8984,1245,34,4099,3607,8984
1389,TECHM,Mar 2014,234,8948,363,6394,15940,2594,266,1472,11607,15940
1390,TECHM,Mar 2015,480,11768,700,6899,19848,4033,568,2103,13145,19848
1391,TECHM,Mar 2016,436,14155,1091,6843,22525,4309,629,1297,16289,22525
1392,TECHM,Mar 2017,439,15998,1366,8254,26057,6460,373,2396,16828,26057
1393,TECHM,Mar 2018,442,18401,2397,9192,30431,7622,240,4841,17728,30431
1394,TECHM,Mar 2019,444,19841,1996,11166,33446,7061,276,7342,18766,33446
1395,TECHM,Mar 2020,436,21377,3670,11834,37318,8872,50,5848,22548,37318
1396,TECHM,Mar 2021,437,24428,2901,11836,39602,9018,118,10238,20228,39602
1397,TECHM,Mar 2022,439,26447,2618,14911,44416,14784,165,4884,24583,44416
1398,TECHM,Mar 2023,440,27484,2740,15162,45827,14932,120,3388,27388,45827
1399,TECHM,Mar 2024,441,26228,2537,13943,43149,13903,133,3238,25875,43149
1400,TECHM,Sep 2024,442,26004,2035,14346,42827,13818,11,2312,26686,42827
1401,TATACONSUM,Mar 2013,62,4748,1389,2595,8794,4434,91,578,3691,8794
1402,TATACONSUM,Mar 2014,62,5787,1438,2625,9911,5181,60,611,4060,9911
1403,TATACONSUM,Mar 2015,62,5431,1324,2641,9458,4922,47,622,3867,9458
1404,TATACONSUM,Mar 2016,63,6184,1354,2294,9895,4662,39,1366,3828,9895
1405,TATACONSUM,Mar 2017,63,6202,787,2499,9551,4573,63,1451,3465,9551
1406,TATACONSUM,Mar 2018,63,6968,1068,2362,10461,4798,135,1161,4366,10461
1407,TATACONSUM,Mar 2019,63,7269,1141,2408,10881,4913,424,1188,4355,10881
1408,TATACONSUM,Mar 2020,92,13723,1586,3072,18473,11656,95,1323,5399,18473
1409,TATACONSUM,Mar 2021,92,14442,1634,4050,20218,12023,113,806,7276,20218
1410,TATACONSUM,Mar 2022,92,15050,1412,4521,21075,12599,247,797,7431,21075
1411,TATACONSUM,Mar 2023,93,16184,1600,4886,22762,13070,295,1433,7965,22762
1412,TATACONSUM,Mar 2024,95,15962,3477,8345,27879,19358,190,871,7461,27879
1413,TATACONSUM,Sep 2024,99,19033,2955,8883,30970,21712,193,992,8074,30970
1414,TCS,Mar 2013,196,38350,332,13054,51932,9828,1895,1897,38312,51932
1415,TCS,Mar 2014,196,48999,297,17337,66829,9544,3168,3434,50682,66829
1416,TCS,Mar 2015,196,50439,358,22325,73318,11638,2766,1662,57252,73318
1417,TCS,Mar 2016,197,70875,245,16974,88291,11774,1670,22822,52025,88291
1418,TCS,Mar 2017,197,86017,289,15830,102333,11701,1541,41980,47111,102333
1419,TCS,Mar 2018,191,84937,247,19751,105126,11973,1278,36008,55867,105126
1420,TCS,Mar 2019,375,89071,62,24393,113901,12290,963,29330,71318,113901
1421,TCS,Mar 2020,375,83751,8174,27827,120127,20928,906,26356,71937,120127
1422,TCS,Mar 2021,370,86063,7795,35764,129992,21021,926,29373,78672,129992
1423,TCS,Mar 2022,366,88773,7818,43967,140924,21298,1205,30485,87936,140924
1424,TCS,Mar 2023,366,90058,7688,44747,142859,20515,1234,37163,83947,142859
1425,TCS,Mar 2024,362,90127,8021,46962,145472,19604,1564,31762,92542,145472
1426,TCS,Sep 2024,362,101133,9046,50583,161124,20729,1500,36081,102814,161124
1427,TATASTEEL,Mar 2013,971,33201,68529,44176,146876,68002,14277,3258,61340,146876
1428,TATASTEEL,Mar 2014,971,39561,81629,49443,171604,74907,26822,5093,64781,171604
1429,TATASTEEL,Mar 2015,971,30378,80701,47059,159109,68100,28678,3455,58876,159109
1430,TATASTEEL,Mar 2016,970,42762,81987,51165,176884,72200,35996,10714,57974,176884
1431,TATASTEEL,Mar 2017,970,36849,83014,51614,172447,92007,15784,12457,52200,172447
1432,TATASTEEL,Mar 2018,1145,59726,92147,55704,208722,96105,16614,17899,78103,208722
1433,TATASTEEL,Mar 2019,1145,67780,100816,63032,232773,124442,18641,5738,83952,232773
1434,TATASTEEL,Mar 2020,1145,72431,116328,59245,249149,134551,19497,6285,88816,249149
1435,TATASTEEL,Mar 2021,1198,73041,88501,81169,243909,135775,19007,10682,78445,243909
1436,TATASTEEL,Mar 2022,1221,113222,75561,92417,282422,133288,22046,13140,113948,282422
1437,TATASTEEL,Mar 2023,1221,101861,84893,97421,285396,146621,31213,8410,99151,285396
1438,TATASTEEL,Mar 2024,1247,90788,87082,90195,269312,148814,34356,6258,79885,269312
1439,TATASTEEL,Sep 2024,1247,88900,99392,91302,280841,149550,39051,6471,85769,280841
1440,TECHM,Mar 2013,128,5298,1380,2178,8984,1245,34,4099,3607,8984
1441,TECHM,Mar 2014,234,8948,363,6394,15940,2594,266,1472,11607,15940
1442,TECHM,Mar 2015,480,11768,700,6899,19848,4033,568,2103,13145,19848
1443,TECHM,Mar 2016,436,14155,1091,6843,22525,4309,629,1297,16289,22525
1444,TECHM,Mar 2017,439,15998,1366,8254,26057,6460,373,2396,16828,26057
1445,TECHM,Mar 2018,442,18401,2397,9192,30431,7622,240,4841,17728,30431
1446,TECHM,Mar 2019,444,19841,1996,11166,33446,7061,276,7342,18766,33446
1447,TECHM,Mar 2020,436,21377,3670,11834,37318,8872,50,5848,22548,37318
1448,TECHM,Mar 2021,437,24428,2901,11836,39602,9018,118,10238,20228,39602
1449,TECHM,Mar 2022,439,26447,2618,14911,44416,14784,165,4884,24583,44416
1450,TECHM,Mar 2023,440,27484,2740,15162,45827,14932,120,3388,27388,45827
1451,TECHM,Mar 2024,441,26228,2537,13943,43149,13903,133,3238,25875,43149
1452,TECHM,Sep 2024,442,26004,2035,14346,42827,13818,11,2312,26686,42827
1453,TATAPOWER,Mar 2013,237,12098,37882,17038,67257,41353,2358,3120,20426,67257
1454,TATAPOWER,Mar 2014,237,12164,40173,18810,71383,43394,3389,3019,21582,71383
1455,TATAPOWER,Mar 2015,270,14048,40607,20260,75185,44726,3323,3445,23692,75185
1456,TATAPOWER,Mar 2016,270,11363,38849,19575,70057,36414,1345,11785,20513,70057
1457,TATAPOWER,Mar 2017,270,12944,48815,20799,82829,46595,2178,11873,22184,82829
1458,TATAPOWER,Mar 2018,270,16129,48589,16903,81892,44656,1653,12429,23154,81892
1459,TATAPOWER,Mar 2019,270,18035,48506,17262,84073,44305,2576,13542,23651,84073
1460,TATAPOWER,Mar 2020,270,19296,51936,18172,89674,47666,1612,14535,25861,89674
1461,TATAPOWER,Mar 2021,320,22003,46708,29625,98655,52179,3270,13149,30056,98655
1462,TATAPOWER,Mar 2022,320,22122,51195,38913,112550,57389,4635,14160,36365,112550
1463,TATAPOWER,Mar 2023,320,28468,52923,46386,128096,61747,5376,16670,44303,128096
1464,TATAPOWER,Mar 2024,320,32036,53689,53010,139054,67210,11561,16316,43968,139054
1465,TATAPOWER,Sep 2024,320,33360,58314,53137,145130,70167,14306,15441,45216,145130
1466,TATAMOTORS,Mar 2013,638,36999,53716,76977,168330,55512,18454,8765,85600,168330
1467,TATAMOTORS,Mar 2014,644,64960,60642,92180,218426,69092,33263,10687,105385,218426
1468,TATAMOTORS,Mar 2015,644,55618,73610,107442,237315,88479,28640,15337,104858,237315
1469,TATAMOTORS,Mar 2016,679,78273,69360,114872,263184,107232,25919,23767,106266,263184
1470,TATAMOTORS,Mar 2017,679,57383,78604,135914,272580,95944,33699,20338,122600,272580
1471,TATAMOTORS,Mar 2018,679,94749,88950,142813,327192,121414,40034,20813,144932,327192
1472,TATAMOTORS,Mar 2019,679,59500,106175,139349,305703,111234,31884,15771,146814,305703
1473,TATAMOTORS,Mar 2020,720,62359,124788,132313,320179,127107,35622,16308,141141,320179
1474,TATAMOTORS,Mar 2021,766,54481,142131,144193,341570,138708,20964,24620,157278,341570
1475,TATAMOTORS,Mar 2022,766,43795,146449,138051,329061,138855,10251,29380,150575,329061
1476,TATAMOTORS,Mar 2023,766,44556,134113,155239,334674,132080,14274,26379,161941,334674
1477,TATAMOTORS,Mar 2024,766,84152,107262,177340,369521,121285,35698,22971,189566,369521
1478,TATAMOTORS,Sep 2024,736,100326,106549,183045,390656,157718,15526,33381,184031,390656
