mkt_fintech_—_nifty_100__|__companies__|__92_records,unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11
BOSCHLTD,https://mkt.in/static/mkt-icons/nifty100/BOSCHLTD.png,Bosch Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bosch Ltd has presence across automotive technology, industrial technology, consumer goods and energy and building technology. It manufactures and trades in products such as diesel and gasoline fuel injection systems, automotive aftermarket products, industrial equipment, electrical power tools, security systems",https://www.bosch.in/,https://www.nseindia.com/get-quotes/equity?symbol=BOSCHLTD,https://www.bseindia.com/stock-share-price/bosch-ltd/BOSCHLTD/500530/,10,4319,20.6,16
BPCL,https://mkt.in/static/mkt-icons/nifty100/BPCL.png,Bharat Petroleum Corporation Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bharat Petroleum Corporation is a public sector company which is engaged in the business of refining of crude oil and marketing of petroleum products.[1]

",https://www.bharatpetroleum.in/,https://www.nseindia.com/get-quotes/equity?symbol=BPCL,https://www.bseindia.com/stock-share-price/bharat-petroleum-corporation-ltd/BPCL/500547/,10,178,32.1,41.9
BRITANNIA,https://mkt.in/static/mkt-icons/nifty100/BRITANNIA.png,Britannia Industries Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Britannia Industries is one of Indias leading food companies with a 100 year legacy and annual revenues in excess of Rs. 9000 Cr. Britannia is among the most trusted food brands, and manufactures Indias favorite brands like Good Day, Tiger, NutriChoice, Milk Bikis and Marie Gold which are household names in India. Britannias product portfolio includes Biscuits, Bread, Cakes, Rusk, and Dairy products including Cheese, Beverages, Milk and Yoghurt.

",https://www.britannia.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=BRITANNIA,https://www.bseindia.com/stock-share-price/britannia-industries-ltd/BRITANNIA/500825/,1,133,48.9,57.1
CANBK,https://mkt.in/static/mkt-icons/nifty100/CANBK.png,Canara Bank,https://in.tradingview.com/chart/?symbol=NSE%3ACANBK,"Canara Bank was merged with erstwhile Syndicate Bank in FY21.{# Canara was incorporated in 1906 and nationalised in 1969, along with 13 other major commercial banks of India, by the GoI. The bank is headquartered in Bangalore.",http://www.canarabank.com/,https://www.nseindia.com/get-quotes/equity?symbol=CANBK,https://www.bseindia.com/stock-share-price/canara-bank/CANBK/532483/,2,102,6.63,17.9
CHOLAFIN,https://mkt.in/static/mkt-icons/nifty100/CHOLAFIN.png,Cholamandalam Investment & Finance Company Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Cholamandalam Investment & Finance Company is one of the premier diversified non-banking finance companies in India, engaged in providing vehicle finance, home loans and Loan against property.[1]


",https://www.cholamandalam.com/,https://www.nseindia.com/get-quotes/equity?symbol=CHOLAFIN,https://www.bseindia.com/stock-share-price/cholamandalam-investment-finance-company-ltd/CHOLAFIN/511243/,2,255,10.4,20.2
CIPLA,https://mkt.in/static/mkt-icons/nifty100/CIPLA.png,"Cipla Ltd
","https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0
",Cipla is engaged in the Business of Pharmaceuticals.(Source : 202003 Annual Report Page No:157),https://www.cipla.com/,https://www.nseindia.com/get-quotes/equity?symbol=CIPLA,https://www.bseindia.com/stock-share-price/cipla-ltd/CIPLA/500087/,2,351,22.8,16.8
COALINDIA,https://mkt.in/static/mkt-icons/nifty100/COALINDIA.png,Coal India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ACOALINDIA,"Coal India Ltd is mainly engaged in mining and production of Coal and also operates Coal washeries. The major consumers of the company are power and steel sectors. Consumers from other sectors include cement, fertilizers, brick kilns etc.",http://www.coalindia.in/,https://www.nseindia.com/get-quotes/equity?symbol=COALINDIA,https://www.bseindia.com/stock-share-price/coal-india-ltd/COALINDIA/533278/,10,156,63.6,52
DABUR,https://mkt.in/static/mkt-icons/nifty100/DABUR.png,Dabur India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ADABUR,Dabur India is one of the leading fast moving consumer goods (FMCG) players dealing in consumer care and food products.,http://www.dabur.com/,https://www.nseindia.com/get-quotes/equity?symbol=DABUR,https://www.bseindia.com/stock-share-price/dabur-india-ltd/DABUR/500096/,1,59,22.3,19.2
DIVISLAB,https://mkt.in/static/mkt-icons/nifty100/DIVISLAB.png,Divis Laboratories Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Incorporated in 1990, Divis Laboratories Ltd manufactures and exports API's, Intermediates and Nutraceutical ingredients",https://www.divislaboratories.com/lander,https://www.nseindia.com/get-quotes/equity?symbol=DIVISLAB,https://www.bseindia.com/stock-share-price/divis-laboratories-ltd/DIVISLAB/532488/,2,517,16.5,12.2
DLF,https://mkt.in/static/mkt-icons/nifty100/DLF.png,DLF Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"DLF Ltd with its subsidiaries, associates and JVs is engaged in real estate development, from the identification and acquisition of land to planning, execution, construction and marketing of projects. It is also engaged in business of leasing, generation of power, provision of maintenance services, hospitality and recreational services which are related to the overall development of real estate business.",https://www.dlf.in/,https://www.nseindia.com/get-quotes/equity?symbol=DLF,https://www.bseindia.com/stock-share-price/dlf-ltd/DLF/532868/,2,163,5.74,6.95
DMART,https://mkt.in/static/mkt-icons/nifty100/DMART.png,Avenue Supermarts Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ADMART,"Avenue Supermarts Limited (DMart) is a national supermarket chain, with a focus on value-retailing. We offer a wide range of products with a focus on the Foods, Non-Foods (FMCG) and General Merchandise
& Apparel product categories",http://www.dmartindia.com/,https://www.nseindia.com/get-quotes/equity?symbol=DMART,https://www.bseindia.com/stock-share-price/avenue-supermarts-ltd/DMART/540376/,10,309,19.4,14.5
DRREDDY,https://mkt.in/static/mkt-icons/nifty100/DRREDDY.png,Dr Reddys Laboratories Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Dr. Reddy's Laboratories Ltd is a leading India-based pharmaceutical company which offers a portfolio of products and services, including Active Pharmaceutical Ingredients (APIs), Custom Pharmaceutical services (CPS), generics, biosimilars and differentiated formulations.",https://www.drreddys.com/,https://www.nseindia.com/get-quotes/equity?symbol=DRREDDY,https://www.bseindia.com/stock-share-price/dr-reddys-laboratories-ltd/DRREDDY/500124/,1,369,26.5,21.4
EICHERMOT,https://mkt.in/static/mkt-icons/nifty100/EICHERMOT.png,Eicher Motors Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Eicher Motors Limited, incorporated in 1982, is the listed company of the Eicher Group in India and a leading player in the Indian automobile industry and the global leader in middleweight motorcycles.
Eicher has a joint venture with Sweden's AB Volvo to create Volvo Eicher Commercial Vehicles Limited (VECV). VECV is engaged in truck and bus operations, auto components business, and technical ",https://www.eicher.in/,https://www.nseindia.com/get-quotes/equity?symbol=EICHERMOT,https://www.bseindia.com/stock-share-price/eicher-motors-ltd/EICHERMOT/505200/,1,693,31.1,24.2
GAIL,https://mkt.in/static/mkt-icons/nifty100/GAIL.png,GAIL (India) Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AGAIL,"Incorporated in 1984, GAIL, a Government of India undertaking, is an integrated natural gas company in India. It owns over 11,500 km of natural gas pipelines, over 2300 km of LPG pipelines, six LPG gas-processing units and a petrochemicals facility. It also has a joint-venture interest in Petronet LNG Ltd, Ratnagiri Gas and Power Pvt Ltd, and in the CGD business in several cities",https://gailonline.com/,https://www.nseindia.com/get-quotes/equity?symbol=GAIL,https://www.bseindia.com/stock-share-price/gail-india-ltd/GAIL/532155/,10,127,14.7,14
GODREJCP,https://mkt.in/static/mkt-icons/nifty100/GODREJCP.png,Godrej Consumer Products Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AGODREJCP,"Godrej Consumer Products Limited is an Indian Multinational consumer goods company based in Mumbai, India. GCPL's products include soap, hair colourants, toiletries and liquid detergents.",https://www.godrejcp.com/,https://www.nseindia.com/get-quotes/equity?symbol=GODREJCP,https://www.bseindia.com/stock-share-price/godrej-consumer-products-ltd/godrejcp/532424/,1,119,26.49,6.77
GRASIM,https://mkt.in/static/mkt-icons/nifty100/GRASIM.png,Grasim Industries Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Grasim Industries Limited is the flagship company of the Aditya Birla group, it ranks amongst India's largest private sector companies. On standalone basis, GIL's core businesses comprise of viscose Staple fibre (VSF), caustic soda, speciality chemicals, rayon-grade wood pulp (RGWP) with plants at multiple locations. It also has certain other businesses such as fertiliser, textile",https://www.grasim.com/,https://www.nseindia.com/get-quotes/equity?symbol=GRASIM,https://www.bseindia.com/stock-share-price/grasim-industries-ltd/GRASIM/500300/,2,1411,9.3,6.9
HAL,https://mkt.in/static/mkt-icons/nifty100/HAL.png,Hindustan Aeronautics Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Hindustan Aeronautics is engaged in the business of Manufacture of Aircraft and Helicopters and Repair, Maintenance of Aircraft and Helicopters",https://hal-india.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=HAL,https://www.bseindia.com/stock-share-price/hindustan-aeronautics-ltd/HAL/541154/,5,465,38.9,28.9
HAVELLS,https://mkt.in/static/mkt-icons/nifty100/HAVELLS.png,Havells India Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Havells India Limited is a leading Fast Moving Electrical Goods (FMEG) Company and a major power distribution equipment manufacturer with a strong global presence.
It enjoys enviable market dominance across a wide spectrum of products, including Industrial & Domestic Circuit Protection Devices, Cables & Wires, Motors, Fans, Modular Switches, Home Appliances, Air Conditioners, Electric Water Heaters, Power Capacitors, Luminaires for Domestic, Commercial and Industrial",https://havells.com/,https://www.nseindia.com/get-quotes/equity?symbol=HAVELLS,https://www.bseindia.com/stock-share-price/havells-india-ltd/HAVELLS/517354/,1,124,24.4,18
HCLTECH,https://mkt.in/static/mkt-icons/nifty100/HCLTECH.png,HCL Technologies Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"HCL Tech is a leading global IT services company, which is ranked amongst the top five Indian IT services companies in terms of revenues. Since its inception into the global landscape after its IPO in 1999, HCL Tech has focused on transformational outsourcing, and offers an integrated portfolio of services including software-led IT solutions, remote infrastructure management, engineering and R&D services and BPO. The company leverages its extensive global offshore infrastructure and network of offices in 46 ",https://www.hcltech.com/,https://www.nseindia.com/get-quotes/equity?symbol=HCLTECH,https://www.bseindia.com/stock-share-price/hcl-technologies-ltd/HCLTECH/532281/,2,254,29.6,23.3
HDFCBANK,"https://mkt.in/static/mkt-icons/nifty100/HDFCBANK.png
",HDFC Bank Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AHDFCBANK,"HDFC Bank Limited (also known as HDFC) is an Indian banking and financial services company headquartered in Mumbai. It is India's largest private sector bank by assets and the world's tenth-largest bank by market capitalization as of May 2024.
As of April 2024, HDFC Bank has a market capitalization of $145 billion, making it the third-largest company on the Indian stock exchanges",http://www.hdfcbank.com/,https://www.nseindia.com/get-quotes/equity?symbol=HDFCBANK,https://www.bseindia.com/stock-share-price/hdfc-bank-ltd/HDFCBANK/500180/,1,601,7.67,17.1
HDFCLIFE,https://mkt.in/static/mkt-icons/nifty100/HDFCLIFE.png,HDFC Life Insurance Company Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AHDFCLIFE,HDFC Life Insurance Company is engaged in carrying on the business of life insurance. The Company offers a range of individual and group insurance solutions.,http://www.hdfclife.com/,https://www.nseindia.com/get-quotes/equity?symbol=HDFCLIFE,https://www.bseindia.com/stock-share-price/hdfc-life-insurance-company-ltd/HDFCLIFE/540777/,10,73,6.61,11.4
HEROMOTOCO,https://mkt.in/static/mkt-icons/nifty100/HEROMOTOCO.png,"Hero MotoCorp Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AHEROMOTOCO,"Hero Moto Corp earlier also known as \""Hero Honda\"" is one of India's first motorcycle manufacturers.
The company started in 1984 as a Technological collaboration with Honda, Japan. Before this collaboration, Hero was selling Cycles under the brand name, Hero Cycles.",http://www.heromotocorp.com/,https://www.nseindia.com/get-quotes/equity?symbol=HEROMOTOCO,https://www.bseindia.com/stock-share-price/hero-motocorp-ltd/HEROMOTOCO/500182/,2,951,29.1,22
HINDALCO,https://mkt.in/static/mkt-icons/nifty100/HINDALCO.png,Hindalco Industries Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AHINDALCO,"Incorporated in 1958, Hindalco Industries Ltd. is a flagship company of the Aditya Birla Group. The Co and its subsidiaries are primarily engaged in the production of Aluminium and Copper. It is also
engaged in the manufacturing of aluminium sheet, extrusion and light gauge products for use in packaging markets like beverage and food, can and foil products, etc.",http://www.hindalco.com/,https://www.nseindia.com/get-quotes/equity?symbol=HINDALCO,https://www.bseindia.com/stock-share-price/hindalco-industries-ltd/HINDALCO/500440/,1,153,11.3,10.2
HINDUNILVR,https://mkt.in/static/mkt-icons/nifty100/HINDUNILVR.png,"Hindustan Unilever Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AHINDUNILVR,"Hindustan Unilever is in the FMCG business comprising primarily of Home Care, Beauty & Personal Care and Foods & Refreshment segments. The Company has manufacturing facilities across the country and sells primarily in India.",http://www.hul.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=HINDUNILVR,https://www.bseindia.com/stock-share-price/hindustan-unilever-ltd/HINDUNILVR/500696/,1,216,27.2,20.2
ICICIBANK,https://mkt.in/static/mkt-icons/nifty100/ICICIBANK.png,ICICI Bank Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AICICIBANK,"ICICI Bank is the second-largest private sector bank in India offering a diversified portfolio of financial products and services to retail, SME and corporate customers. The Bank has an extensive network of branches, ATMs and other touch-points",http://www.icicibank.com/,https://www.nseindia.com/get-quotes/equity?symbol=ICICIBANK,https://www.bseindia.com/stock-share-price/icici-bank-ltd/ICICIBANK/532174/,2,365,7.6,18.8
ICICIGI,https://mkt.in/static/mkt-icons/nifty100/ICICIGI.png,ICICI Lombard General Insurance Company Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AICICIGI,ICICI Lombard General Insurance Co. Ltd is one of the leading and established private sector general insurance companies in India. It offers a well-diversified range of products and risk management solutions through multiple distribution channels,http://www.icicilombard.com/,https://www.nseindia.com/get-quotes/equity?symbol=ICICIGI,https://www.bseindia.com/stock-share-price/icici-lombard-general-insurance-company-ltd/ICICIGI/540716/,10,275,22.5,17
ICICIPRULI,https://mkt.in/static/mkt-icons/nifty100/ICICIPRULI.png,ICICI Prudential Life Insurance Company Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"ICICI Prudential Life Insurance Company Ltd carries on business of providing life insurance, pensions and health insurance products to individuals and groups. The business is conducted in participating, non-participating and unit linked lines of business. These products are distributed through individual agents, corporate agents, banks, brokers, sales force and company's website.[1]

It is promoted by ICICI Bank and Prudential Corporation :-

ICICI Bank (51% stake)[2] - The company is a part of ICICI Bank Ltd which is the 2nd largest private bank in India. It offers a diversified range of products and services to retail, SME and corporate customers.[3]

Prudential Plc (22% stake) - It is a British multinational insurance company based in London, England. It is the largest UK life insurer in Asia with presence in India, China, Cambodia, Indonesia, Laos, Malaysia, Myanmar, Philippines and other Asian countries. It is also present in African subcontinent in Nigeria, Ghana, Togo and other countries.[4]

",https://www.iciciprulife.com/,https://www.nseindia.com/get-quotes/equity?symbol=ICICIPRULI,https://www.bseindia.com/stock-share-price/icici-prudential-life-insurance-company-ltd/ICICIPRULI/540133/,10,80,8.75,8.07
INDIGO,"https://rb.gy/rv6gr8
",Interglobe Aviation Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AINDIGO,"Interglobe Aviation Ltd (Indigo) is India's largest passenger airline operating as a low-cost carrier. Serving 86 destinations including 24 international destinations, it provides passengers with a simple, unbundled product, fulfilling its singular brand promise of providing \""low fares, on-time flights, and a courteous and hassle-free service\"" to its customers. IndiGo commenced operations in August 2006 with a single aircraft and has grown its fleet to 262 aircrafts.",http://www.goindigo.in/,https://www.nseindia.com/get-quotes/equity?symbol=INDIGO,https://www.bseindia.com/stock-share-price/interglobe-aviation-ltd/INDIGO/539448/,10,97,24.5,
INDUSINDBK,https://mkt.in/static/mkt-icons/nifty100/INDUSINDBK.png,IndusInd Bank Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"IndusInd Bank Limited was incorporated in 1994 as a commercial bank under the Banking Regulation Act, 1949. The Bank is publicly held",https://www.indusind.com/in/en/personal.html,https://www.nseindia.com/get-quotes/equity?symbol=INDUSINDBK,https://www.bseindia.com/stock-share-price/indusind-bank-ltd/INDUSINDBK/532187/,10,807,7.93,15.2
INFY,https://images.5paisa.com/MarketIcons/INFY.png,Infosys Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AINFY,"Infosys Ltd provides consulting, technology, outsourcing and next-generation digital services to enable clients to execute strategies for their digital transformation",http://www.infosys.com/,https://www.nseindia.com/get-quotes/equity?symbol=INFY,https://www.bseindia.com/stock-share-price/infosys-ltd/INFY/500209/,5,218,40,31.8
IOC,https://mkt.in/static/mkt-icons/nifty100/IOC.png,"Indian Oil Corporation
",https://in.tradingview.com/chart/?symbol=NSE%3AIOC,"Indian Oil Corporation Limited, trading as IndianOil, is an Indian multinational oil and gas company under the ownership of Government of India and administrative control of the Ministry of Petroleum and Natural Gas.",https://www.iocl.com/,https://www.nseindia.com/get-quotes/equity?symbol=IOC,https://www.bseindia.com/stock-share-price/indian-oil-corporation-ltd/ioc/530965/,10,129,21.31,25.44
IRCTC,https://mkt.in/static/mkt-icons/nifty100/IRCTC.png,Indian Railway Catering & Tourism Corporation Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AIRCTC,"Incorporated in 1999, IRCTC is a Mini Ratna (Category 1, Central Public Sector Enterprises ) and the only company authorized by the Indian government to provide online railway tickets, catering services, and packaged drinking water
at railway stations and trains in India",http://www.irctc.com/,https://www.nseindia.com/get-quotes/equity?symbol=IRCTC,https://www.bseindia.com/stock-share-price/indian-railway-catering-tourism-corporation-ltd/IRCTC/542830/,2,44,53.8,40.4
IRFC,https://mkt.in/static/mkt-icons/nifty100/IRFC.png,Indian Railway Finance Corporation Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AIRFC,"Incorporated in 1986, Indian Railway Finance Corporation borrows funds from the financial markets to finance the acquisition / creation of assets which are then leased out to the Indian Railways as finance lease",https://irfc.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=IRFC,https://www.bseindia.com/stock-share-price/indian-railway-finance-corporation-ltd/IRFC/543257/,10,39,5.73,13.7
ITC,https://mkt.in/static/mkt-icons/nifty100/ITC.png,"ITC Ltd
",https://in.tradingview.com/chart/?symbol=ITC,"ITC Limited is an Indian conglomerate, headquartered in Kolkata. It has a presence across six business segments, namely FMCG, hotels, agribusiness, information technology, paper products, and packaging.",https://www.itcportal.com/,https://www.nseindia.com/get-quotes/equity?symbol=ITC,https://www.bseindia.com/stock-share-price/itc-ltd/itc/500875/,1,60,34.76,29.47
JINDALSTEL,https://mkt.in/static/mkt-icons/nifty100/JINDALSTEL.png,Jindal Steel & Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AJINDALSTEL,"Jindal Steel & Power Ltd is one of the India's leading steel producers with significant presence in sectors like mining and power generation. The group has global presence through subsidiaries, mainly in Australia, Botswana, Indonesia, Mauritius, Mozambique, Madagascar, Namibia, South Africa, Tanzania and Zambia",http://www.jindalsteelpower.com/,https://www.nseindia.com/get-quotes/equity?symbol=JINDALSTEL,https://www.bseindia.com/stock-share-price/jindal-steel-power-ltd/JINDALSTEL/532286/,1,464,13.2,14.1
JIOFIN,"https://mkt.in/static/mkt-icons/nifty100/JIOFIN.png
",Jio Financial Services Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AJIOFIN,"Jio Financial Services Ltd is an Indian financial services company, based in Mumbai. Originally a subsidiary of Reliance Industries, it was demerged as an independent entity and listed on the Indian stock exchanges in August 2023.",https://www.jfs.in/,https://www.nseindia.com/get-quotes/equity?symbol=JIOFIN,https://bseindia.com/stock-share-price/jio-financial-services-ltd/jiofin/543940/,10,216,2.16,1.82
JSWENERGY,https://mkt.in/static/mkt-icons/nifty100/JSWENERGY.png,JSW Energy Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"JSW Energy Ltd and its subsidiaries are primarily engaged in the business of generation of power from its power assets located at Karnataka, Maharashtra, Nandyal and Salboni. It is the holding company for the JSW group's power business.
The company also has a JV company engaged in mining activities and an associate engaged in manufacturing of turbines.[1]

",https://www.jsw.in/,https://www.nseindia.com/get-quotes/equity?symbol=JSWENERGY,https://www.bseindia.com/stock-share-price/jsw-energy-ltd/JSWENERGY/533148/,10,160,8.59,8.4
JSWSTEEL,https://mkt.in/static/mkt-icons/nifty100/JSWSTEEL.png,JSW Steel Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AJSWSTEEL,JSW Steel Limited is an Indian multinational steel producer based in Mumbai and is a flagship company of the JSW Group.,https://www.jswsteel.in/,https://www.nseindia.com/get-quotes/equity?symbol=JSWSTEEL,https://www.bseindia.com/stock-share-price/jsw-steel-ltd/jswsteel/500228/,1,326,13.36,11.66
KOTAKBANK,https://mkt.in/static/mkt-icons/nifty100/KOTAKBANK.png,"Kotak Mahindra Bank Ltd
",https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Kotak Mahindra Bank is a diversified financial services group providing a wide range of banking and financial services including Retail Banking, Treasury and Corporate Banking, Investment Banking, Stock Broking, Vehicle Finance, Advisory services, Asset Management, Life Insurance and General Insurance.[1]

",https://www.kotak.com/en/home.html,https://www.nseindia.com/get-quotes/equity?symbol=KOTAKBANK,https://www.bseindia.com/stock-share-price/kotak-mahindra-bank-ltd/KOTAKBANK/500247/,5,654,7.86,15.1
LICI,https://mkt.in/static/mkt-icons/nifty100/LICI.png,Life Insurance Corporation of India,https://in.tradingview.com/chart/?symbol=NSE%3ALICI,Life Insurance Corporation of India is an Indian multinational public sector life insurance company headquartered in Mumbai,https://www.licindia.in/,https://www.nseindia.com/get-quotes/equity?symbol=LICI,https://www.bseindia.com/stock-share-price/life-insurance-corporation-of-india/lici/543526/,10,154,63.79,63.61
LODHA,https://rb.gy/b35o6u,Macrotech Developers Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Macrotech Developers Ltd is primarily engaged in the business of real estate development. It is among the largest real estate developers in terms of presales and development pipeline in India with a presence in MMR, Pune and entered in Bengaluru market in Nov'23.[1]

",https://www.lodhagroup.com/,https://www.nseindia.com/get-quotes/equity?symbol=LODHA,https://www.bseindia.com/stock-share-price/macrotech-developers-ltd/LODHA/543287/,10,183,11.1,10.7
LT,https://mkt.in/static/mkt-icons/nifty100/LT.png,Larsen & Toubro Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ALT,"Lithuania, officially the Republic of Lithuania, is a country in the Baltic region of Europe. It is one of three Baltic states and lies on the eastern shore of the Baltic Sea, bordered by Latvia to the north, Belarus to the east and south, Poland to the south, and the Russian semi-exclave of Kaliningrad Oblast to the southwest, with a maritime border with Sweden to the west. ",https://www.larsentoubro.com/,https://www.nseindia.com/get-quotes/equity?symbol=LT,https://www.bseindia.com/stock-share-price/larsen--toubro-ltd/lt/500510/,2,635,17.18,10.49
LTIM,,LTIMindtree Ltd,https://mkt.in/static/mkt-icons/nifty100/ABB.png,"LTIMindtree Limited is an Indian multinational information technology services and consulting company based in Mumbai. A subsidiary of Larsen & Toubro, the company was incorporated in 1996 and employs more than 81,000 people",https://www.ltimindtree.com/,https://www.nseindia.com/get-quotes/equity?symbol=LTIM,https://www.bseindia.com/stock-share-price/ltimindtree-ltd/ltim/540005/,1,711,34.1,26.04
M&M,https://mkt.in/static/mkt-icons/nifty100/M&M.png,"Mahindra & Mahindra Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AM&M=,"Mahindra & Mahindra is an Indian automobile manufacturing company headquartered in Mumbai, Maharashtra. It was established in 1945 as Mahindra & Mohammed and later renamed Mahindra & Mahindra.",https://auto.mahindra.com/,https://www.nseindia.com/get-quotes/equity?symbol=M&M,https://www.bseindia.com/stock-share-price/mahindra--mahindra-ltd/mm/500520/,5,567,26.98,17.99
